causality_actor_process_image_path,os_actor_process_image_path,os_actor_process_image_name,action_local_port,action_remote_ip,dst_action_external_hostname,action_remote_port,count_endpoints,is_standard_application,main_domain,main_subdomain,registered_domain
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,53785,184.85.135.190,a184-85-135-190.deploy.static.akamaitechnologies.com,443,1,TRUE,akamaitechnologies.com,a184-85-135-190.deploy.static.akamaitechnologies.com,akamaitechnologies.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,53,10.251.231.53,No DNS Record found,53,2,TRUE,No DNS Record found,No DNS Record found,No DNS Record found
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,57183,184.85.135.190,a184-85-135-190.deploy.static.akamaitechnologies.com,443,1,TRUE,akamaitechnologies.com,a184-85-135-190.deploy.static.akamaitechnologies.com,akamaitechnologies.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,63238,184.85.135.190,lookup-api.apple.com,443,1,TRUE,apple.com,lookup-api.apple.com,apple.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,62898,184.85.135.190,a184-85-135-190.deploy.static.akamaitechnologies.com,443,1,TRUE,akamaitechnologies.com,a184-85-135-190.deploy.static.akamaitechnologies.com,akamaitechnologies.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,62167,184.85.135.190,a184-85-135-190.deploy.static.akamaitechnologies.com,443,1,TRUE,akamaitechnologies.com,a184-85-135-190.deploy.static.akamaitechnologies.com,akamaitechnologies.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,53459,23.208.51.64,lookup-api.apple.com,443,1,TRUE,apple.com,lookup-api.apple.com,apple.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,50690,184.85.135.190,lookup-api.apple.com,443,1,TRUE,apple.com,lookup-api.apple.com,apple.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,50018,23.216.165.114,lookup-api.apple.com,443,1,TRUE,apple.com,lookup-api.apple.com,apple.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,56843,104.112.142.50,e16991.b.akamaiedge.net,443,1,TRUE,akamaiedge.net,e16991.b.akamaiedge.net,akamaiedge.net
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,60175,104.87.45.145,lookup-api.apple.com,443,1,TRUE,apple.com,lookup-api.apple.com,apple.com
/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,/System/Applications/Dictionary.app/Contents/MacOS/Dictionary,Dictionary,60176,104.87.45.145,lookup-api.apple.com,443,1,TRUE,apple.com,lookup-api.apple.com,apple.com
/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,CalendarAgent,62376,17.248.201.68,gateway.icloud.com,443,1,TRUE,icloud.com,gateway.icloud.com,icloud.com
/System/Applications/Calendar.app/Contents/MacOS/Calendar,/System/Applications/Calendar.app/Contents/MacOS/Calendar,Calendar,62784,172.253.63.95,content-autofill.googleapis.com,443,1,TRUE,googleapis.com,content-autofill.googleapis.com,googleapis.com
/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,CalendarAgent,54633,17.248.201.67,calendars.icloud.com,443,1,TRUE,icloud.com,calendars.icloud.com,icloud.com
/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,CalendarAgent,60854,17.248.201.71,gateway.icloud.com,443,1,TRUE,icloud.com,gateway.icloud.com,icloud.com
/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,CalendarAgent,57653,17.248.201.67,calendars.icloud.com,443,1,TRUE,icloud.com,calendars.icloud.com,icloud.com
/System/Applications/Calendar.app/Contents/MacOS/Calendar,/System/Applications/Calendar.app/Contents/MacOS/Calendar,Calendar,62781,142.251.163.95,content-autofill.googleapis.com,443,1,TRUE,googleapis.com,content-autofill.googleapis.com,googleapis.com
/System/Applications/Calendar.app/Contents/MacOS/Calendar,/System/Applications/Calendar.app/Contents/MacOS/Calendar,Calendar,53,10.252.231.53,No DNS Record found,53,1,TRUE,No DNS Record found,No DNS Record found,No DNS Record found
/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,/System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent,CalendarAgent,57455,17.248.201.68,gateway.icloud.com,443,1,TRUE,icloud.com,gateway.icloud.com,icloud.com
